# ID  glon  glat  vrad fe_h mg_fe o_fe 
2M17150724-2430265         -0.01841   8.12056   77.696 -0.208  0.221  0.237 
2M17150800-2417043          0.16807   8.24542 -160.048 -0.613  0.326  0.291 
2M17150846-2459415         -0.41964   7.83807 -154.833  0.002  0.259  0.215 
2M17150866-2411122          0.25068   8.29920  -35.828  0.349  0.114  0.040 
2M17150881-2504486         -0.48950   7.78820  -12.962  0.026  0.164  0.234 
2M17150978-2510234         -0.56436   7.73199  121.023 -1.059  0.349  0.280 
2M17151067-2836498         -3.39779   5.75175   61.841 -0.506  0.330  0.292 
2M17151150-2415545          0.19184   8.24558   -0.013  0.362  0.021  0.009 
2M17151160-2416467          0.18002   8.23698   39.929  0.383  0.011 -0.012 
2M17151227-2431171         -0.01904   8.09686   45.756 -0.361  0.256  0.247 
2M17151236-2745175         -2.68841   6.24182  -39.299 -0.638  0.371  0.314 
2M17151275-2424254          0.07683   8.16069  -21.838  0.224  0.150  0.080 
2M17151392-2457126         -0.37348   7.84483   -0.179 -0.641  0.450  0.207 
2M17151407-2424327          0.07804   8.15541  -28.037 -0.415  0.337  0.276 
2M17151510-2451444         -0.29540   7.89328  163.216 -0.879  0.315  0.343 
2M17151552-2444522         -0.19960   7.95742  142.134 -0.739  0.355  0.261 
2M17151560-2448339         -0.25046   7.92199  -38.727  0.255  0.061  0.042 
2M17151560-2428294          0.02687   8.11309 -108.691 -0.281  0.275  0.275 
2M17151614-2347024          0.60152   8.50544   54.681  0.302  0.195  0.135 
2M17151660-2503177         -0.45161   7.77851   26.498 -0.191  0.273  0.223 
2M17151693-2510351         -0.55147   7.70802   11.680 -1.017  0.297  0.259 
2M17151715-2455153         -0.33945   7.85342  -57.349 -0.808  0.378  0.294 
2M17151736-2418401          0.16649   8.20105   -8.809 -0.086  0.188  0.244 
2M17151775-2452457         -0.30372   7.87531  -46.671 -0.530  0.321  0.310 
2M17151789-2456048         -0.34924   7.84329  -95.649 -0.521  0.294  0.257 
2M17151885-3022121         -4.81990   4.71272 -184.005  0.235  0.069  0.013 
2M17151927-3056362         -5.28805   4.37960   -2.994  0.462  0.067  0.005 
2M17151928-3114373         -5.53350   4.20560  -48.124  0.530  0.076  0.013 
2M17151957-2824125         -3.20616   5.84644   93.020 -0.343  0.241  0.264 
2M17151958-3038131         -5.03678   4.55610  -91.869 -0.407  0.285  0.217 
2M17151969-2410142          0.28821   8.27396  -84.335 -0.147  0.233  0.194 
2M17152049-2458437         -0.38010   7.80999  -62.253 -0.270  0.228  0.143 
2M17152070-2452228         -0.29203   7.86983  214.554 -1.375 -0.001  0.124 
2M17152193-2839594         -3.41715   5.68772  -15.528  0.334  0.099  0.046 
2M17152210-3117149         -5.56344   4.17207  -86.339 -0.247  0.256  0.216 
2M17152249-3059554         -5.32658   4.33818   39.131  0.387  0.134  0.047 
2M17152296-2804216         -2.92713   6.02689 -177.274  0.344  0.003  0.003 
2M17152318-3046165         -5.13916   4.46787  -69.575 -0.263  0.296  0.216 
2M17152340-2417553          0.19006   8.18931   -5.212 -0.775  0.324  0.264 
2M17152342-2339074          0.72719   8.55776  -14.173 -0.020  0.227  0.204 
2M17152510-2509407         -0.52119   7.69139  -56.601  0.272  0.149  0.233 
2M17152517-2421451          0.14095   8.14738  -78.961 -0.069  0.089  0.061 
2M17152610-2857031         -3.64172   5.51125   34.996 -0.236  0.260  0.265 
2M17152656-2507424         -0.49080   7.70563  -35.425  0.153  0.026  0.039 
2M17152686-2431153          0.01327   8.05175  -71.751 -0.016  0.208  0.213 
2M17152718-2822273         -3.16599   5.84050   31.830 -0.813  0.311  0.217 
2M17152794-3019392         -4.76617   4.71064 -187.399 -0.472  0.312  0.261 
2M17152873-2459487         -0.37713   7.77413 -122.502 -0.409  0.250  0.211 
2M17152887-2520415         -0.66492   7.57476   -9.043 -0.451  0.266  0.273 
2M17152918-2723319         -2.35404   6.39969    7.543  0.436  0.018 -0.000 
2M17152919-3035518         -4.98467   4.55071    2.588  0.399  0.075  0.045 
2M17152972-2348113          0.61542   8.45199   39.794 -0.210  0.140  0.119 
2M17152978-2338279          0.75027   8.54403  -53.845  0.014  0.312  0.179 
2M17153186-2426492          0.08550   8.07835  -99.560 -0.608  0.321  0.254 
2M17153249-2506437         -0.46440   7.69661  -26.965 -0.257  0.279  0.248 
2M17153261-2404169          0.39893   8.29017  136.192 -0.245  0.337  0.219 
2M17153290-3102398         -5.34235   4.28144  -23.167 -0.525  0.289  0.227 
2M17153367-3039142         -5.02136   4.50509  136.604  0.230  0.097  0.075 
2M17153406-2412282          0.28878   8.20785   85.143 -0.720  0.244  0.233 
2M17153422-3129097         -5.70068   4.02190  -80.135 -0.213  0.272  0.214 
2M17153445-3035459         -4.97239   4.53627   22.015 -0.623  0.296  0.260 
2M17153519-3046148         -5.11380   4.43308 -137.625 -0.562  0.336  0.299 
2M17153572-2442516         -0.12777   7.91379  -75.606 -0.829  0.326  0.342 
2M17153591-2412457          0.28880   8.19932   36.869 -0.678  0.282  0.275 
2M17153657-2423574          0.13539   8.09090   10.262 -0.599  0.386  0.392 
2M17153673-2720373         -2.29795   6.40470  148.485 -0.436  0.235  0.257 
2M17153734-2423057          0.14899   8.09669 -139.956 -0.140  0.213  0.251 
2M17153754-2429192          0.06334   8.03688   -7.642  0.139  0.136  0.109 
2M17153858-2759467         -2.83108   6.02388  191.794 -1.616  0.335  0.146 
2M17153881-2930129         -4.06835   5.15459  -15.358 -0.976  0.366  0.270 
2M17153886-3113308         -5.47789   4.15943  -51.575 -0.097  0.181  0.124 
2M17153927-2403253          0.42543   8.27750 -163.707 -1.182  0.340  0.211 
2M17153963-2457367         -0.32301   7.76127  -58.837 -1.287  0.346  0.305 
2M17154080-3124354         -5.62482   4.04696   16.752  0.243  0.097  0.056 
2M17154087-3037316         -4.98307   4.50052  -15.296  0.227  0.100  0.045 
2M17154110-2746554         -2.64947   6.13950  -52.496  0.100  0.145  0.224 
2M17154200-2439458         -0.07127   7.92372   92.836 -0.388  0.280  0.221 
2M17154212-2448060         -0.18623   7.84407   -3.272  0.339  0.069  0.014 
2M17154256-2406344          0.38900   8.23728  -59.657 -0.670  0.306  0.255 
2M17154301-3100246         -5.29069   4.27372   -3.445 -0.188  0.254  0.214 
2M17154351-2355587          0.53777   8.33486   79.028 -0.820  0.355  0.285 
2M17154376-2707314         -2.10304   6.50878 -118.607 -0.372  0.297  0.259 
2M17154506-2418293          0.22959   8.11636  102.337 -0.701  0.283  0.228 
2M17154528-2754572         -2.75067   6.04994 -112.456  0.028  0.063  0.039 
2M17154545-2416287          0.25825   8.13422  -23.449 -0.712  0.313  0.278 
2M17154554-3004404         -4.52495   4.80317 -165.760 -0.096  0.249  0.202 
2M17154631-3029534         -4.86757   4.55813  -88.954 -0.380  0.272  0.212 
2M17154678-3050413         -5.15033   4.35643 -185.749  0.377  0.074  0.006 
2M17154724-2448443         -0.18387   7.82210  -33.773 -0.666  0.303  0.240 
2M17154756-2723409         -2.31679   6.34261  -20.920 -0.672  0.343  0.268 
2M17154830-2412327          0.31890   8.16266 -160.927 -1.242  0.329  0.212 
2M17154852-2457018         -0.29562   7.73926  117.768 -0.859  0.336  0.264 
2M17154859-3013262         -4.63824   4.70987  107.861 -0.247  0.243  0.201 
2M17154899-2750554         -2.68751   6.07738   -4.131 -0.038  0.193  0.251 
2M17154956-2405053          0.42487   8.22951   92.480 -1.073  0.253  0.240 
2M17154966-3043527         -5.05143   4.41361 -185.716 -0.475  0.293  0.252 
2M17155184-2411390          0.33902   8.16011  -51.174 -0.197  0.234  0.240 
2M17155186-3019246         -4.71298   4.64277 -175.677 -0.058  0.178  0.126 
2M17155189-2654555         -1.91251   6.60454  -23.990 -0.950  0.301  0.154 
2M17155230-3113400         -5.45221   4.11891 -165.580  0.299  0.034  0.013 
2M17155264-3120573         -5.55085   4.04767  -75.703  0.028  0.128  0.080 
2M17155296-2733382         -2.44187   6.23097   -4.026 -0.553  0.342  0.298 
2M17155309-3036192         -4.94119   4.47636 -177.218  0.232  0.041  0.020 
2M17155316-2414373          0.30079   8.12777  -15.161  0.332  0.036  0.013 
2M17155369-3046504         -5.08349   4.37331 -117.834  0.378  0.072  0.006 
2M17155393-2411312          0.34539   8.15482   66.910 -0.155  0.152  0.133 
2M17155516-2802591         -2.83975   5.94324   25.493 -0.776  0.183  0.205 
2M17155570-2420538          0.21951   8.06030  139.692 -1.010  0.310  0.223 
2M17155592-3039141         -4.97510   4.44004    5.785  0.436  0.116  0.035 
2M17155623-2416588          0.27486   8.09581   25.873 -0.077  0.142  0.121 
2M17155865-2343000          0.75077   8.41046  -36.004 -0.471  0.304  0.279 
2M17155866-2430177          0.09597   7.96183   78.100 -0.451  0.257  0.253 
2M17160036-3021066         -4.71846   4.60144 -205.641  0.340  0.044  0.026 
2M17160063-2445134         -0.10614   7.81389   50.498 -0.036  0.118  0.124 
2M17160067-2421495          0.21752   8.03596   16.160 -0.344  0.288  0.262 
2M17160163-2657488         -1.93131   6.54729   67.728 -0.679  0.328  0.260 
2M17160675-2918355         -3.85069   5.18343 -102.001  0.359  0.087  0.048 
2M17160692-2703357         -1.99946   6.47596   71.827 -1.150  0.295  0.226 
2M17160726-2826341         -3.13735   5.68092  -84.663 -0.917  0.361  0.212 
2M17160748-2439333         -0.01287   7.84642 -104.734 -0.401  0.327  0.240 
2M17160926-2412529          0.36003   8.09401  -58.190 -0.839  0.355  0.408 
2M17160938-3112094         -5.39635   4.08380 -199.020  0.438  0.091  0.020 
2M17161040-2748377         -2.61044   6.03479  -58.285 -0.360  0.235  0.169 
2M17161067-2854374         -3.51441   5.40175   83.203  0.373  0.008 -0.022 
2M17161070-2357406          0.57376   8.23363  -67.992 -0.746  0.339  0.268 
2M17161145-3036225         -4.90382   4.42208    0.858 -0.879  0.362  0.281 
2M17161261-2726376         -2.30372   6.23858   -7.982 -0.116  0.226  0.260 
2M17161275-3034283         -4.87512   4.43658   37.115 -0.194  0.255  0.272 
2M17161376-2910175         -3.72240   5.24225  109.596 -0.981  0.401  0.371 
2M17161494-2821131         -3.04776   5.70911  100.378  0.283  0.021 -0.000 
2M17161684-2504481         -0.34141   7.57755  -38.410 -0.248  0.293  0.213 
2M17161691-2458586         -0.26080   7.63266   93.361 -0.130  0.122  0.175 
2M17161754-2701131         -1.94406   6.46637   21.418  0.379  0.035  0.017 
2M17161778-2424157          0.22112   7.95948  -42.504 -0.058  0.197  0.249 
2M17161781-2452156         -0.16604   7.69368  123.043 -0.646  0.301  0.291 
2M17161783-3109575         -5.34893   4.08034 -180.896 -0.355  0.336  0.281 
2M17161805-3054069         -5.13229   4.23215  -99.630 -0.435  0.304  0.235 
2M17161868-2758525         -2.73343   5.91179  -96.289 -0.309  0.243  0.246 
2M17161869-2354416          0.63259   8.23683  -51.912  0.209  0.131  0.054 
2M17161897-2430213          0.13942   7.89795   22.261 -0.328  0.316  0.238 
2M17161955-2350068          0.69793   8.27751  -36.134 -0.671  0.346  0.298 
2M17161965-3101010         -5.22317   4.16110 -113.420 -0.304  0.293  0.255 
2M17161979-2357473          0.59210   8.20408  -39.368  0.192  0.127  0.089 
2M17162106-2406536          0.46873   8.11387  -67.519 -0.438  0.273  0.236 
2M17162119-2657434         -1.88820   6.48862  -25.376 -0.144  0.218  0.226 
2M17162211-3024438         -4.72266   4.50280   69.793  0.195  0.013  0.041 
2M17162246-2434465          0.08584   7.84516  -46.786 -0.513  0.324  0.277 
2M17162252-3059316         -5.19688   4.16704  -73.027 -0.519  0.305  0.254 
2M17162335-2439071          0.02771   7.80119  -85.506 -0.607  0.366  0.288 
2M17162335-3026118         -4.74010   4.48505  -47.263  0.401  0.057  0.009 
2M17162428-3114040         -5.39166   4.02206   19.390  0.441  0.074  0.014 
2M17162459-3015585         -4.59790   4.57963 -127.640 -0.566  0.355  0.285 
2M17162476-2418478          0.31199   7.98950   -7.367 -0.270  0.234  0.269 
2M17162476-2708479         -2.03282   6.37203  -71.115 -0.649  0.303  0.290 
2M17162534-3009269         -4.50717   4.64011  -32.727 -0.028  0.194  0.166 
2M17162583-2352289          0.67886   8.23538  -27.036 -0.312  0.295  0.228 
2M17162603-3105327         -5.27180   4.09894  119.282  0.288  0.065  0.079 
2M17162618-2436250          0.07125   7.81800  -24.230  0.047  0.217  0.231 
2M17162627-3023254         -4.69616   4.50311 -143.071  0.469  0.092  0.004 
2M17162632-2410538          0.42477   8.05946   42.300 -0.026  0.184  0.217 
2M17162677-2810352         -2.87691   5.77537  -18.033 -0.751  0.305  0.273 
2M17162871-2710533         -2.05310   6.34006  117.351 -0.439  0.253  0.273 
2M17162895-2748176         -2.56640   5.98201  -42.230 -0.222  0.270  0.241 
2M17162960-2710370         -2.04746   6.33997  -50.665 -1.019  0.344  0.305 
2M17163000-2656245         -1.85124   6.47434 -112.262 -0.514  0.347  0.307 
2M17163041-2449116         -0.09625   7.68362 -153.286 -0.747  0.337  0.289 
2M17163063-2911427         -3.70636   5.17841    3.078 -0.530  0.389  0.327 
2M17163088-2707023         -1.99554   6.37022 -136.446 -0.040  0.214  0.212 
2M17163257-2921289         -3.83605   5.07901  -48.041 -0.707  0.287  0.293 
2M17163301-2511036         -0.39278   7.46796   78.594  0.300  0.038  0.031 
2M17163336-2425216          0.23988   7.90044  185.098 -0.638  0.337  0.260 
2M17163340-2851476         -3.42777   5.36102 -116.724 -0.282  0.294  0.258 
2M17163391-2711315         -2.05074   6.31820  -33.926 -0.637  0.371  0.290 
2M17163450-2443175         -0.00576   7.72690  -10.111 -0.531  0.401  0.303 
2M17163525-3034387         -4.83084   4.36898 -215.678  0.424  0.077  0.046 
2M17163560-2825390         -3.06480   5.60472    0.877 -0.656  0.340  0.263 
2M17163596-2406123          0.51080   8.07373   -6.042 -1.068  0.313  0.374 
2M17163626-3036190         -4.85155   4.34996  131.688 -0.492  0.334  0.312 
2M17163643-3002355         -4.39034   4.67326   87.555 -0.108  0.206  0.226 
2M17163657-3125133         -5.51857   3.87903  -78.718  0.403  0.025 -0.002 
2M17163687-2449275         -0.08587   7.66101   -5.404 -0.626  0.347  0.256 
2M17163694-2503589         -0.28648   7.52298   25.458 -0.082  0.240  0.237 
2M17163709-3007512         -4.46088   4.62081  -86.470  0.442  0.051  0.003 
2M17163720-2653049         -1.79007   6.48415   -9.220 -0.564  0.302  0.236 
2M17163774-2824023         -3.03818   5.61372  129.542 -0.680  0.290  0.282 
2M17163900-2923123         -3.84615   5.04338   37.397  0.216  0.098  0.104 
2M17163952-2849222         -3.38168   5.36594 -221.367  0.024  0.191  0.232 
2M17164124-3100102         -5.16701   4.10625  -37.278 -0.572  0.300  0.259 
2M17164194-2346199          0.79934   8.24300 -110.498  0.058  0.213  0.137 
2M17164197-2431062          0.17912   7.81916   62.095 -0.478  0.258  0.288 
2M17164212-3038341         -4.87018   4.31117  -92.480  0.491  0.011 -0.017 
2M17164213-2353109          0.70478   8.17763 -109.454  0.060  0.161  0.119 
2M17164290-2422579          0.29379   7.89334   52.705 -0.918  0.206  0.216 
2M17164348-3039486         -4.88432   4.29526   -5.844  0.065  0.188  0.138 
2M17164386-2512292         -0.38899   7.42079   24.492 -0.036  0.229  0.230 
2M17164416-2459395         -0.21108   7.54159   54.611  0.011  0.216  0.202 
2M17164476-2401598          0.58831   8.08601 -330.182 -0.721  0.337  0.259 
2M17164512-2736201         -2.36781   6.04738  -80.643 -0.074  0.103  0.049 
2M17164554-2356135          0.67000   8.13818 -113.504 -0.635  0.309  0.257 
2M17164561-3119399         -5.42413   3.90619   -8.871 -0.395  0.305  0.281 
2M17164572-3100194         -5.15985   4.09169   54.731  0.291  0.078  0.024 
2M17164583-2503335         -0.26136   7.49942  -91.779 -0.377  0.179  0.109 
2M17164621-3054434         -5.08239   4.14405  -86.387 -0.162  0.215  0.187 
2M17164653-2402495          0.58071   8.07263   -9.530  0.047  0.201  0.231 
2M17164756-2713444         -2.05207   6.25559    7.546 -0.548  0.308  0.283 
2M17164793-2433403          0.15653   7.77623   64.377 -0.617  0.349  0.279 
2M17164839-2408512          0.50120   8.00978   20.046 -0.678  0.373  0.286 
2M17164847-2446596         -0.02661   7.64833  -35.853  0.053  0.216  0.195 
2M17164863-2458404         -0.18778   7.53707  -83.870  0.335  0.059  0.018 
2M17164894-2509349         -0.33786   7.43261 -115.852 -0.394  0.364  0.265 
2M17164902-2431337          0.18810   7.79281  -92.029 -0.223  0.283  0.266 
2M17165020-2507035         -0.30025   7.45265   -9.108 -0.095  0.260  0.212 
2M17165021-2737155         -2.36965   6.02316  116.331 -0.562  0.238  0.278 
2M17165025-2450541         -0.07680   7.60571  131.958 -0.284  0.319  0.251 
2M17165079-2422565          0.31129   7.86892  -47.123 -1.022  0.324  0.294 
2M17165120-2434248          0.15339   7.75901  -94.477 -0.504  0.343  0.253 
2M17165137-2717192         -2.09318   6.20988    3.303  0.394 -0.016  0.025 
2M17165190-2358597          0.64549   8.09202  -74.305 -0.643  0.324  0.313 
2M17165227-2455193         -0.13353   7.55753  -69.359 -0.651  0.342  0.305 
2M17165321-2050410          3.27130   9.85951  -56.398 -0.969  0.364  0.308 
2M17165379-2510492         -0.34449   7.40585  -17.046 -0.558  0.334  0.292 
2M17165432-2453214         -0.10192   7.56982    4.673 -0.609  0.323  0.308 
2M17165514-3105124         -5.20711   4.01731    5.718  0.465  0.070  0.006 
2M17165565-2422050          0.33374   7.86188 -173.135 -1.000  0.380  0.282 
2M17165593-3125094         -5.47788   3.82343  -19.961 -0.628  0.340  0.268 
2M17165659-3650508         -9.91063   0.68480 -222.264  0.241  0.062  0.023 
2M17165690-2416360          0.41241   7.90985   39.172 -0.550  0.272  0.244 
2M17165734-2814154         -2.86255   5.64833  -63.809 -0.420  0.300  0.260 
2M17165771-2433484          0.17591   7.74447  244.785 -0.825  0.338  0.278 
2M17165818-2425389          0.28991   7.82022   15.713 -0.488  0.372  0.263 
2M17165888-2647525         -1.67206   6.46762  -58.313  0.327  0.036  0.002 
2M17170046-2426509          0.27824   7.80174   25.479  0.026  0.165  0.213 
2M17170110-3128382         -5.51477   3.77497  -90.423  0.443  0.044  0.008 
2M17170120-2430429          0.22629   7.76284  -49.910 -0.701  0.354  0.294 
